,username,tweet,date_posted,expanded_tweet,highway,streets,exits,directions,locs,lanes,relocs,town
1070,511njbt,"Construction, bridge construction on George Washington Bridge westbound Henry Hudson Parkway (Manhattan) to New York Side/Lower Level (Manhattan) ramp closed from 11:00 P.M. until 5:00 A.M. https://511nj.org/event/ORI214313807?252 …",2019-10-29 02:57:57+00:00,"Construction, bridge construction on George Washington Bridge westbound Henry Hudson Parkway (Manhattan) to New York Side/Lower Level (Manhattan) ramp closed from 11:00 P.M. until 5:00 A.M. https://511nj.org/event/ORI214313807?252 …","George Washington Bridge, Hudson Parkway",,,,,,Henry,"Manhattan, Manhattan"
1071,511njgsp,Roadwork on Garden State Parkway inner roadway northbound North of Exit 105 - NJ 36 (Tinton Falls) to South of Exit 109 - CR 520 (Tinton Falls) left lane closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214310801?332 …,2019-10-29 02:48:57+00:00,Roadwork on Garden State Parkway inner roadway northbound North of Exit 105 - NJ 36 (Tinton Falls) to South of Exit 109 - Country Route 520 (Tinton Falls) left lane closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214310801?332 …,Garden State Parkway,,"Exit 105 - NJ 36, Exit 109 - Country Route 520",northbound,,left lane,"North of, South of","Tinton Falls, Tinton Falls"
1072,511njtpk,Roadwork on New Jersey Turnpike outer roadway Southbound at North of Interchange 6 - Pennsylvania Turnpike (Mansfield Twp) ramp closed until 5:00 A.M. https://511nj.org/event/ORI214310601?956 …,2019-10-29 02:36:58+00:00,Roadwork on New Jersey Turnpike outer roadway Southbound at North of Interchange 6 - Pennsylvania Turnpike (Mansfield Township ) ramp closed until 5:00 A.M. https://511nj.org/event/ORI214310601?956 …,"New Jersey Turnpike, Interchange 6 - Pennsylvania Turnpike",,,Southbound,,,North of,Mansfield Township
1073,511njgsp,Roadwork on Garden State Parkway northbound North of Exit 69 - CR 532/Waretown Rd (Lacey Twp) to South of Exit 74 - CR 614 (Lacey Twp) 2 Left Lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214310501?940 …,2019-10-29 02:29:57+00:00,Roadwork on Garden State Parkway northbound North of Exit 69 - Country Route 532/Waretown Road (Lacey Township ) to South of Exit 74 - Country Route 614 (Lacey Township ) 2 Left Lanes closed for repairs until 5:00 A.M. https://511nj.org/event/ORI214310501?940 …,Garden State Parkway,,"Exit 69 - Country Route 532/Waretown Road, Exit 74 - Country Route 614",northbound,,Left Lanes,"North of, South of","Lacey Township, Lacey Township"
1074,511njgsp,Roadwork on Garden State Parkway Southbound between North of Exit 127 - US 9/I-287/NJ 440 (Woodbridge Twp) and North of Exit 124 - Main St (Sayreville) 3 right lanes closed until 6:00 A.M. https://511nj.org/event/ORI214310301?745 …,2019-10-29 02:17:57+00:00,Roadwork on Garden State Parkway Southbound between North of Exit 127 - US-9/Interstate 287/NJ 440 (Woodbridge Township ) and North of Exit 124 - Main Street (Sayreville) 3 right lanes closed until 6:00 A.M. https://511nj.org/event/ORI214310301?745 …,Garden State Parkway,,"Exit 127 - US-9/Interstate 287/NJ 440, Exit 124 - Main Street",Southbound,,3 right lanes,between North of,"Woodbridge Township, Sayreville"
1075,511nji295,"Construction, construction on NJ 175 both directions between West Upper Ferry Rd (Ewing Twp) and NJ 29 (Ewing Twp) all lanes closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214309601?758 …",2019-10-29 02:01:58+00:00,"Construction, construction on NJ 175 both directions between West Upper Ferry Road (Ewing Township ) and NJ 29 (Ewing Township ) all lanes closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214309601?758 …","NJ 175, NJ 29",West Upper Ferry Road,,both directions,,all lanes,between,"Ewing Township, Ewing Township"
1076,511nji295,"Construction, construction on I-295 southbound from north of Exit 67 - US 1 (Lawrence Twp) to South of Exit 67 - US 1 (Lawrence Twp) 2 left lanes closed until 6:00 A.M. use caution https://511nj.org/event/ORI214309401?441 …",2019-10-29 02:01:57+00:00,"Construction, construction on Interstate 295 southbound from north of Exit 67 - US-1 (Lawrence Township ) to South of Exit 67 - US-1 (Lawrence Township ) 2 left lanes closed until 6:00 A.M. use caution https://511nj.org/event/ORI214309401?441 …",Interstate 295,,"Exit 67 - US-1, Exit 67 - US-1",southbound,,2 left lanes,"from north of, South of","Lawrence Township, Lawrence Township"
1077,511nj42,"Construction, construction on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Twp) to I-295 (Bellmawr) right lane closed until 5:00 A.M. use caution https://511nj.org/event/ORI214309701?228 …",2019-10-29 02:01:57+00:00,"Construction, construction on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Township ) to Interstate 295 (Bellmawr) right lane closed until 5:00 A.M. use caution https://511nj.org/event/ORI214309701?228 …","NJ 42, Interstate 295",,Exit 13 - NJ 55,northbound,,right lane,"from, to","Deptford Township, Bellmawr"
1078,511nji295,"Construction, construction on I-295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Twp) exit ramp closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214309501?357 …",2019-10-29 02:01:57+00:00,"Construction, construction on Interstate 295 northbound ramp to southbound Exit 76 - NJ 29 (Ewing Township ) exit ramp closed and detoured until 6:00 A.M. follow detour https://511nj.org/event/ORI214309501?357 …",Interstate 295,,southbound Exit 76 - NJ 29,northbound,,"ramp, exit ramp",,Ewing Township
1079,511njtpk,Roadwork on New Jersey Turnpike - Pennsylvania Ext. Westbound near West of New Jersey Turnpike North (Mansfield Twp) 1 right lane closed until 5:00 A.M. https://511nj.org/event/ORI214308501?210 …,2019-10-29 01:40:57+00:00,Roadwork on New Jersey Turnpike - Pennsylvania Ext. Westbound near West of New Jersey Turnpike North (Mansfield Township ) 1 right lane closed until 5:00 A.M. https://511nj.org/event/ORI214308501?210 …,"New Jersey Turnpike - Pennsylvania Ext., New Jersey Turnpike North",,,Westbound,,1 right lane,West of,Mansfield Township
1080,511njtpk,Roadwork on New Jersey Turnpike outer roadway Southbound between North of Interchange 14 - I-78/US 1&9 (Newark) and South of Interchange 6 - Pennsylvania Turnpike (Mansfield Twp) all lanes closed until 5:00 A.M. https://511nj.org/event/ORI214299701?202 …,2019-10-29 01:35:57+00:00,Roadwork on New Jersey Turnpike outer roadway Southbound between North of Interchange 14 - Interstate 78/US-1&9 (Newark) and South of Interchange 6 - Pennsylvania Turnpike (Mansfield Township ) all lanes closed until 5:00 A.M. https://511nj.org/event/ORI214299701?202 …,"New Jersey Turnpike, Interchange 14 - Interstate 78/US-1&9, Interchange 6 - Pennsylvania Turnpike",,,Southbound,,all lanes,"between North of, and South of","Newark, Mansfield Township"
1081,511njbt,"Construction, roadwork on Bayonne Bridge all lanes closed until 5:00 A.M. Richmond Terrace is closed between Morningstar Road and John Street https://511nj.org/event/ORI214308407?948 …",2019-10-29 01:33:57+00:00,"Construction, roadwork on Bayonne Bridge all lanes closed until 5:00 A.M. Richmond Terrace is closed between Morningstar Road and John Street https://511nj.org/event/ORI214308407?948 …",Bayonne Bridge,Morningstar Road,,,,lanes,,"Terrace, Street"
1082,511njbt,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right and center lanes closed until 5:00 A.M. https://511nj.org/event/ORI214308007?74 …",2019-10-29 01:31:57+00:00,"Construction, bridge construction on George Washington Bridge westbound Upper Trans Manhattan Expressway (Manhattan) right and center lanes closed until 5:00 A.M. https://511nj.org/event/ORI214308007?74 …",George Washington Bridge,,,westbound,,right and,,"Upper Trans Manhattan Expressway, Manhattan"
1083,511njbt,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214307907?648 …",2019-10-29 01:31:57+00:00,"Construction, bridge construction on George Washington Bridge westbound Lower Trans Manhattan Expressway (Manhattan) left lane closed until 5:00 A.M. https://511nj.org/event/ORI214307907?648 …",George Washington Bridge,,,Lower Trans,,left lane,,Manhattan
1084,511nji80,"Construction, bridge work on I-80 westbound area of Exit 12 - CR 521/Hope-Blairstown Rd (Hope Twp) right and center lanes closed until 5:00 A.M. https://511nj.org/event/ORI214304801?161 …",2019-10-29 01:01:59+00:00,"Construction, bridge work on Interstate 80 westbound area of Exit 12 - Country Route 521/Hope-Blairstown Road (Hope Township ) right and center lanes closed until 5:00 A.M. https://511nj.org/event/ORI214304801?161 …",Interstate 80,,Exit 12 - Country Route 521/Hope-Blairstown Road,westbound,,right and,area of,Hope Township
1085,511nj42,"Construction, construction on NJ 42 northbound ramp to northbound I-295 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214304601?554 …",2019-10-29 01:01:59+00:00,"Construction, construction on NJ 42 northbound ramp to northbound Interstate 295 (Bellmawr) exit ramp closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214304601?554 …",NJ 42,northbound Interstate 295,,northbound,,"ramp, exit ramp",,Bellmawr
1086,511nj42,"Construction, construction on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Twp) to I-295 (Bellmawr) 2 right lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214304701?881 …",2019-10-29 01:01:58+00:00,"Construction, construction on NJ 42 northbound from Exit 13 - NJ 55 (Deptford Township ) to Interstate 295 (Bellmawr) 2 right lanes closed until 5:00 A.M. use caution https://511nj.org/event/ORI214304701?881 …","NJ 42, Interstate 295",,Exit 13 - NJ 55,northbound,,2 right lanes,"from, to","Deptford Township, Bellmawr"
1087,511nji295,"Construction, roadwork on NJ 27 southbound South of Harrison St (Princeton Twp) to North of Harrison St (Princeton Twp) alternate lanes closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214304001?129 …",2019-10-29 01:01:58+00:00,"Construction, roadwork on NJ 27 southbound South of Harrison Street (Princeton Township ) to North of Harrison Street (Princeton Township ) alternate lanes closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214304001?129 …",NJ 27,"Harrison Street, Harrison Street",,southbound,,alternate lanes,"South of, North of","Princeton Township, Princeton Township"
1088,511nji295,"Construction, construction on I-295 northbound at Exit 26N - I-76/I-676 (Bellmawr) all lanes closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214304501?470 …",2019-10-29 01:01:58+00:00,"Construction, construction on Interstate 295 northbound at Exit 26N - Interstate 76/Interstate 676 (Bellmawr) all lanes closed and detoured until 5:00 A.M. follow detour https://511nj.org/event/ORI214304501?470 …",Interstate 295,,Exit 26N - Interstate 76/Interstate 676,northbound,,all lanes,,Bellmawr
1089,511nji295,"Construction, roadwork on US 1 both directions from Olden Ave (Trenton) to Whitehead Rd (Lawrence Twp) right lane closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214303901?633 …",2019-10-29 01:01:57+00:00,"Construction, roadwork on US-1 both directions from Olden Ave (Trenton) to Whitehead Road (Lawrence Township ) right lane closed intermittently until 6:00 A.M. https://511nj.org/event/ORI214303901?633 …","US-1, Olden Ave",Whitehead Road,,both directions,,right lane,from,"Trenton, Lawrence Township"
1090,511njtpk,Roadwork on New Jersey Turnpike outer roadway Southbound at North of Interchange 7 - US 206 (Bordentown Twp) ramp closed until 5:00 A.M. https://511nj.org/event/ORI214303501?393 …,2019-10-29 00:51:57+00:00,Roadwork on New Jersey Turnpike outer roadway Southbound at North of Interchange 7 - US-206 (Bordentown Township ) ramp closed until 5:00 A.M. https://511nj.org/event/ORI214303501?393 …,"New Jersey Turnpike, Interchange 7 - US-206",,,Southbound,,,North of,Bordentown Township
1091,511njgsp,Roadwork on Garden State Parkway outer roadway Southbound between Exit 117 - NJ 36 (Aberdeen Twp) and North of Exit 114 - Red Hill Rd (Holmdel Twp) 1 right lane closed until 6:00 A.M. https://511nj.org/event/ORI214303301?908 …,2019-10-29 00:50:58+00:00,Roadwork on Garden State Parkway outer roadway Southbound between Exit 117 - NJ 36 (Aberdeen Township ) and North of Exit 114 - Red Hill Road (Holmdel Township ) 1 right lane closed until 6:00 A.M. https://511nj.org/event/ORI214303301?908 …,Garden State Parkway,,"Exit 117 - NJ 36, Exit 114 - Red Hill Road",Southbound,,1 right lane,between,"Aberdeen Township, Holmdel Township"
1092,511njtpk,Roadwork on New Jersey Turnpike outer roadway Northbound at North of Interchange 8A - NJ 32 (Monroe Twp) partial ramp closure until 12:00 A.M. https://511nj.org/event/ORI214303401?421 …,2019-10-29 00:50:58+00:00,Roadwork on New Jersey Turnpike outer roadway Northbound at North of Interchange 8A - NJ 32 (Monroe Township ) partial ramp closure until 12:00 A.M. https://511nj.org/event/ORI214303401?421 …,"New Jersey Turnpike, Interchange 8A - NJ 32",,,Northbound,,,North of,Monroe Township
1093,511njgsp,Roadwork on Garden State Parkway Southbound between Essex Toll Plaza (Bloomfield) and South of Exit 149 - CR 506 (Bloomfield) 2 left lanes closed until 6:00 A.M. https://511nj.org/event/ORI214303001?949 …,2019-10-29 00:20:57+00:00,Roadwork on Garden State Parkway Southbound between Essex Toll Plaza (Bloomfield) and South of Exit 149 - Country Route 506 (Bloomfield) 2 left lanes closed until 6:00 A.M. https://511nj.org/event/ORI214303001?949 …,"Garden State Parkway, Route 506",Toll Plaza,,Southbound,,left lanes,between Essex,"Bloomfield, Bloomfield"
1094,511njgsp,Roadwork on Garden State Parkway Northbound between South of Exit 144 - CR 510 (Irvington Twp) and North of Exit 148 - John F Kennedy Dr North (Bloomfield) 2 left lanes closed until 6:00 A.M. -- congestion expected Slowdown between 08:0 https://511nj.org/event/ORI214302901?137 …,2019-10-29 00:15:57+00:00,Roadwork on Garden State Parkway Northbound between South of Exit 144 - Country Route 510 (Irvington Township ) and North of Exit 148 - John F Kennedy Dr North (Bloomfield) 2 left lanes closed until 6:00 A.M. -- congestion expected Slowdown between 08:0 https://511nj.org/event/ORI214302901?137 …,Garden State Parkway,Slowdown between 08:0,Exit 144 - Country Route 510,Northbound,,left lanes,"between South of, and North of","Irvington Township, Bloomfield"
1095,511nji78,"Construction, bridge maintenance operations on I-78 westbound between Exit 58 - US 1&9/E. Port St (Newark) and Exit 57 - US 1&9/NJ 21 (Newark) 1 lane closed until 6:00 A.M. https://511nj.org/event/ORI214302301?527 …",2019-10-29 00:02:00+00:00,"Construction, bridge maintenance operations on Interstate 78 westbound between Exit 58 - US-1&9/E. Port Street (Newark) and Exit 57 - US-1&9/NJ 21 (Newark) 1 lane closed until 6:00 A.M. https://511nj.org/event/ORI214302301?527 …",Interstate 78,,"Exit 58 - US-1&9/E. Port Street, Exit 57 - US-1&9/NJ 21",westbound,,1 lane,between,"Newark, Newark"
